ts_start_ns,scenario_id,window_samples,gap_ratio,rsrp_mean,rsrp_std,rsrq_mean,rsrq_std,sinr_mean,sinr_std,sinr_min,sinr_max,prb_dl_mean,prb_ul_mean,app_dl_mean,app_dl_std,mcs_dl_mode,mcs_ul_mode,pci_mode,weak_label,d_rsrp_mean,d_rsrq_mean,d_sinr_mean,d_sinr_std,d_app_dl_mean,rsrp_rsrq_ratio,sinr_range,throughput_per_prb
1700000000000000000,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-102.7199935913086,2.019306182861328,-10.370000839233398,0.06403106451034546,19.770000457763672,1.3856768608093262,17.100000381469727,21.700000762939453,128.10000610351562,4.0,100000000.0,0.0,19,13,17,0,0.0,0.0,0.0,0.0,0.0,-9.90549425002823,4.600000381469727,780640.0816136689
1700000005150000128,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-102.5300064086914,1.5297386646270752,-10.430000305175781,0.10049889236688614,20.600000381469727,1.2024973630905151,18.100000381469727,22.5,128.0,4.0,100000000.0,0.0,16,13,17,0,0.1899871826171875,-0.05999946594238281,0.8299999237060547,-0.18317949771881104,0.0,-9.83029660387597,4.399999618530273,781249.9938964845
1700000010296999936,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-102.80001068115234,0.9507898092269897,-10.470000267028809,0.06403148919343948,20.0,0.831865131855011,19.0,21.5,127.5999984741211,4.0,100000000.0,0.0,16,12,17,0,-0.2700042724609375,-0.039999961853027344,-0.6000003814697266,-0.37063223123550415,0.0,-9.818528962826486,2.5,783699.0627909938
1700000015422000128,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-102.68000793457031,0.563560962677002,-10.460000038146973,0.04898998141288757,19.770000457763672,1.6516960859298706,16.700000762939453,22.600000381469727,127.9000015258789,4.0,100000000.0,0.0,18,13,17,0,0.12000274658203125,0.010000228881835938,-0.22999954223632812,0.8198309540748596,0.0,-9.816443378934927,5.899999618530273,781860.8133316205
1700000020520998912,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-101.44000244140625,0.92108553647995,-10.469999313354492,0.09000010043382645,21.329999923706055,1.043120265007019,19.700000762939453,22.700000762939453,128.10000610351562,4.0,100000000.0,0.0,19,13,17,0,1.2400054931640625,-0.009999275207519531,1.5599994659423828,-0.6085758209228516,0.0,-9.688634136144147,3.0,780640.0816136689
1700000025641000960,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-100.7300033569336,1.416368007659912,-10.469999313354492,0.1004989743232727,21.969999313354492,1.0909169912338257,20.5,23.700000762939453,128.0,4.0,100000000.0,0.0,19,13,17,0,0.7099990844726562,0.0,0.6399993896484375,0.04779672622680664,0.0,-9.620821427144794,3.200000762939453,781249.9938964845
1700000030798999552,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-101.58999633789062,0.9627562761306763,-10.449999809265137,0.05000019073486328,21.19999885559082,0.93487948179245,20.100000381469727,23.299999237060547,127.9000015258789,4.0,100000000.0,0.0,18,13,17,0,-0.8599929809570312,0.01999950408935547,-0.7700004577636719,-0.15603750944137573,0.0,-9.721529997186156,3.1999988555908203,781860.8133316205
1700000035936002048,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-100.40999603271484,1.1103612184524536,-10.460000038146973,0.04898998141288757,23.119998931884766,1.1660192012786865,20.799999237060547,25.100000381469727,127.80000305175781,4.0,100000000.0,0.0,19,14,17,0,1.1800003051757812,-0.010000228881835938,1.9200000762939453,0.23113971948623657,0.0,-9.599425054216137,4.30000114440918,782472.5886510999
1700000041057996800,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-99.90999603271484,1.641615629196167,-10.390000343322754,0.05385153368115425,22.719999313354492,1.462736964225769,21.0,25.399999618530273,128.1999969482422,4.400000095367432,100000000.0,0.0,20,13,17,0,0.5,0.06999969482421875,-0.39999961853027344,0.2967177629470825,0.0,-9.615975275780217,4.399999618530273,780031.2137319434
1700000046206001152,Lvl4_AllRRUOn_Anomaly_label,10,0.0,-99.22999572753906,1.377714991569519,-10.410000801086426,0.0538516603410244,23.299999237060547,1.2553883790969849,21.200000762939453,25.200000762939453,127.9000015258789,4.099999904632568,100000000.0,0.0,21,14,17,0,0.6800003051757812,-0.020000457763671875,0.5799999237060547,-0.20734858512878418,0.0,-9.532178535952132,4.0,781860.8133316205
